date,suburb,property_type,bedrooms,bathrooms,average_rent
2023-07-01,Armadale,House,5,3,764
2023-07-01,Armadale,Townhouse,1,1,326
2023-07-01,Armadale,Townhouse,2,1,410
2023-07-01,Armadale,Townhouse,2,2,451
2023-07-01,Armadale,Townhouse,3,1,466
2023-07-01,Armadale,Townhouse,3,2,512
2023-07-01,Armadale,Townhouse,3,3,559
2023-07-01,Armadale,Townhouse,4,1,535
2023-07-01,Armadale,Townhouse,4,2,589
2023-07-01,Armadale,Townhouse,4,3,642
2023-07-01,Armadale,Townhouse,5,1,605
2023-07-01,Armadale,Townhouse,5,2,666
2023-07-01,Armadale,Townhouse,5,3,726
2023-07-01,Armadale,Apartment,1,1,292
2023-07-01,Armadale,Apartment,2,1,367
2023-07-01,Armadale,Apartment,2,2,403
2023-07-01,Armadale,Apartment,3,1,416
2023-07-01,Armadale,Apartment,3,2,458
2023-07-01,Armadale,Apartment,3,3,500
2023-10-01,Armadale,House,1,1,336
2023-10-01,Armadale,House,2,1,422
2023-10-01,Armadale,House,2,2,465
2023-10-01,Armadale,House,3,1,480
2023-10-01,Armadale,House,3,2,528
2023-10-01,Armadale,House,3,3,576
2023-10-01,Armadale,House,4,1,552
2023-10-01,Armadale,House,4,2,607
2023-10-01,Armadale,House,4,3,662
2023-10-01,Armadale,House,5,1,624
2023-10-01,Armadale,House,5,2,686
2023-10-01,Armadale,House,5,3,749
2023-10-01,Armadale,Townhouse,1,1,319
2023-10-01,Armadale,Townhouse,2,1,401
2023-10-01,Armadale,Townhouse,2,2,441
2023-10-01,Armadale,Townhouse,3,1,456
2023-10-01,Armadale,Townhouse,3,2,502
2023-10-01,Armadale,Townhouse,3,3,547
2023-10-01,Armadale,Townhouse,4,1,524
2023-10-01,Armadale,Townhouse,4,2,577
2023-10-01,Armadale,Townhouse,4,3,629
2023-10-01,Armadale,Townhouse,5,1,593
2023-10-01,Armadale,Townhouse,5,2,652
2023-10-01,Armadale,Townhouse,5,3,711
2023-10-01,Armadale,Apartment,1,1,286
2023-10-01,Armadale,Apartment,2,1,359
2023-10-01,Armadale,Apartment,2,2,395
2023-10-01,Armadale,Apartment,3,1,408
2023-10-01,Armadale,Apartment,3,2,449
2023-10-01,Armadale,Apartment,3,3,490
2024-01-01,Armadale,House,1,1,350
2024-01-01,Armadale,House,2,1,440
2024-01-01,Armadale,House,2,2,484
2024-01-01,Armadale,House,3,1,500
2024-01-01,Armadale,House,3,2,550
2024-01-01,Armadale,House,3,3,600
2024-01-01,Armadale,House,4,1,575
2024-01-01,Armadale,House,4,2,632
2024-01-01,Armadale,House,4,3,690
2024-01-01,Armadale,House,5,1,650
2024-01-01,Armadale,House,5,2,715
2024-01-01,Armadale,House,5,3,780
2024-01-01,Armadale,Townhouse,1,1,332
2024-01-01,Armadale,Townhouse,2,1,418
2024-01-01,Armadale,Townhouse,2,2,460
2024-01-01,Armadale,Townhouse,3,1,475
2024-01-01,Armadale,Townhouse,3,2,522
2024-01-01,Armadale,Townhouse,3,3,570
2024-01-01,Armadale,Townhouse,4,1,546
2024-01-01,Armadale,Townhouse,4,2,601
2024-01-01,Armadale,Townhouse,4,3,656
2024-01-01,Armadale,Townhouse,5,1,618
2024-01-01,Armadale,Townhouse,5,2,679
2024-01-01,Armadale,Townhouse,5,3,741
2024-01-01,Armadale,Apartment,1,1,298
2024-01-01,Armadale,Apartment,2,1,374
2024-01-01,Armadale,Apartment,2,2,411
2024-01-01,Armadale,Apartment,3,1,425
2024-01-01,Armadale,Apartment,3,2,468
2024-01-01,Armadale,Apartment,3,3,510
2024-04-01,Armadale,House,1,1,357
2024-04-01,Armadale,House,2,1,449
2024-04-01,Armadale,House,2,2,494
2024-04-01,Armadale,House,3,1,510
2024-04-01,Armadale,House,3,2,561
2024-04-01,Armadale,House,3,3,612
2024-04-01,Armadale,House,4,1,586
2024-04-01,Armadale,House,4,2,645
2024-04-01,Armadale,House,4,3,704
2024-04-01,Armadale,House,5,1,663
2024-04-01,Armadale,House,5,2,729
2024-04-01,Armadale,House,5,3,796
2024-04-01,Armadale,Townhouse,1,1,339
2024-04-01,Armadale,Townhouse,2,1,426
2024-04-01,Armadale,Townhouse,2,2,469
2024-04-01,Armadale,Townhouse,3,1,484
2024-04-01,Armadale,Townhouse,3,2,533
2024-04-01,Armadale,Townhouse,3,3,581
2024-04-01,Armadale,Townhouse,4,1,557
2024-04-01,Armadale,Townhouse,4,2,613
2024-04-01,Armadale,Townhouse,4,3,669
2024-04-01,Armadale,Townhouse,5,1,630
2024-04-01,Armadale,Townhouse,5,2,693
2024-04-01,Armadale,Townhouse,5,3,756
2024-04-01,Armadale,Apartment,1,1,303
2024-04-01,Armadale,Apartment,2,1,381
2024-04-01,Armadale,Apartment,2,2,420
2024-04-01,Armadale,Apartment,3,1,434
2024-04-01,Armadale,Apartment,3,2,477
2024-04-01,Armadale,Apartment,3,3,520
2024-07-01,Armadale,House,1,1,350
2024-07-01,Armadale,House,2,1,440
2024-07-01,Armadale,House,2,2,484
2024-07-01,Armadale,House,3,1,500
2024-07-01,Armadale,House,3,2,550
2024-07-01,Armadale,House,3,3,600
2024-07-01,Armadale,House,4,1,575
2024-07-01,Armadale,House,4,2,632
2024-07-01,Armadale,House,4,3,690
2024-07-01,Armadale,House,5,1,650
2024-07-01,Armadale,House,5,2,715
2024-07-01,Armadale,House,5,3,780
2024-07-01,Armadale,Townhouse,1,1,332
2024-07-01,Armadale,Townhouse,2,1,418
2024-07-01,Armadale,Townhouse,2,2,460
2024-07-01,Armadale,Townhouse,3,1,475
2024-07-01,Armadale,Townhouse,3,2,522
2024-07-01,Armadale,Townhouse,3,3,570
2024-07-01,Armadale,Townhouse,4,1,546
2024-07-01,Armadale,Townhouse,4,2,601
2024-07-01,Armadale,Townhouse,4,3,656
2024-07-01,Armadale,Townhouse,5,1,618
2024-07-01,Armadale,Townhouse,5,2,679
2024-07-01,Armadale,Townhouse,5,3,741
2024-07-01,Armadale,Apartment,1,1,298
2024-07-01,Armadale,Apartment,2,1,374
2024-07-01,Armadale,Apartment,2,2,411
2024-07-01,Armadale,Apartment,3,1,425
2024-07-01,Armadale,Apartment,3,2,468
2024-07-01,Armadale,Apartment,3,3,510
2024-10-01,Armadale,House,1,1,350
2024-10-01,Armadale,House,2,1,440
2024-10-01,Armadale,House,2,2,484
2024-10-01,Armadale,House,3,1,500
2024-10-01,Armadale,House,3,2,550
2024-10-01,Armadale,House,3,3,600
2024-10-01,Armadale,House,4,1,575
2024-10-01,Armadale,House,4,2,632
2024-10-01,Armadale,House,4,3,690
2024-10-01,Armadale,House,5,1,650
2024-10-01,Armadale,House,5,2,715
2024-10-01,Armadale,House,5,3,780
2024-10-01,Armadale,Townhouse,1,1,332
2024-10-01,Armadale,Townhouse,2,1,418
2024-10-01,Armadale,Townhouse,2,2,460
2024-10-01,Armadale,Townhouse,3,1,475
2024-10-01,Armadale,Townhouse,3,2,522
2024-10-01,Armadale,Townhouse,3,3,570
2024-10-01,Armadale,Townhouse,4,1,546
2024-10-01,Armadale,Townhouse,4,2,601
2024-10-01,Armadale,Townhouse,4,3,656
2024-10-01,Armadale,Townhouse,5,1,618
2024-10-01,Armadale,Townhouse,5,2,679
2024-10-01,Armadale,Townhouse,5,3,741
2024-10-01,Armadale,Apartment,1,1,298
2024-10-01,Armadale,Apartment,2,1,374
2024-10-01,Armadale,Apartment,2,2,411
2024-10-01,Armadale,Apartment,3,1,425
2024-10-01,Armadale,Apartment,3,2,468
2024-10-01,Armadale,Apartment,3,3,510
2025-01-01,Armadale,House,1,1,357
2025-01-01,Armadale,House,2,1,449
2025-01-01,Armadale,House,2,2,494
2025-01-01,Armadale,House,3,1,510
2025-01-01,Armadale,House,3,2,561
2025-01-01,Armadale,House,3,3,612
2025-01-01,Armadale,House,4,1,586
2025-01-01,Armadale,House,4,2,645
2025-01-01,Armadale,House,4,3,704
2025-01-01,Armadale,House,5,1,663
2025-01-01,Armadale,House,5,2,729
2025-01-01,Armadale,House,5,3,796
2025-01-01,Armadale,Townhouse,1,1,339
2025-01-01,Armadale,Townhouse,2,1,426
2025-01-01,Armadale,Townhouse,2,2,469
2025-01-01,Armadale,Townhouse,3,1,484
2025-01-01,Armadale,Townhouse,3,2,533
2025-01-01,Armadale,Townhouse,3,3,581
2025-01-01,Armadale,Townhouse,4,1,557
2025-01-01,Armadale,Townhouse,4,2,613
2025-01-01,Armadale,Townhouse,4,3,669
2025-01-01,Armadale,Townhouse,5,1,630
2025-01-01,Armadale,Townhouse,5,2,693
2025-01-01,Armadale,Townhouse,5,3,756
2025-01-01,Armadale,Apartment,1,1,303
2025-01-01,Armadale,Apartment,2,1,381
2025-01-01,Armadale,Apartment,2,2,420
2025-01-01,Armadale,Apartment,3,1,434
2025-01-01,Armadale,Apartment,3,2,477
2025-01-01,Armadale,Apartment,3,3,520
2025-04-01,Armadale,House,1,1,364
2025-04-01,Armadale,House,2,1,458
2025-04-01,Armadale,House,2,2,503
2025-04-01,Armadale,House,3,1,520
2025-04-01,Armadale,House,3,2,572
2025-04-01,Armadale,House,3,3,624
2025-04-01,Armadale,House,4,1,598
2025-04-01,Armadale,House,4,2,658
2025-04-01,Armadale,House,4,3,718
2025-04-01,Armadale,House,5,1,676
2025-04-01,Armadale,House,5,2,744
2025-04-01,Armadale,House,5,3,811
2025-04-01,Armadale,Townhouse,1,1,346
2025-04-01,Armadale,Townhouse,2,1,435
2025-04-01,Armadale,Townhouse,2,2,478
2025-04-01,Armadale,Townhouse,3,1,494
2025-04-01,Armadale,Townhouse,3,2,543
2025-04-01,Armadale,Townhouse,3,3,593
2025-04-01,Armadale,Townhouse,4,1,568
2025-04-01,Armadale,Townhouse,4,2,625
2025-04-01,Armadale,Townhouse,4,3,682
2025-04-01,Armadale,Townhouse,5,1,642
2025-04-01,Armadale,Townhouse,5,2,706
2025-04-01,Armadale,Townhouse,5,3,771
2025-04-01,Armadale,Apartment,1,1,309
2025-04-01,Armadale,Apartment,2,1,389
2025-04-01,Armadale,Apartment,2,2,428
2025-04-01,Armadale,Apartment,3,1,442
2025-04-01,Armadale,Apartment,3,2,486
2025-04-01,Armadale,Apartment,3,3,530
2025-07-01,Armadale,House,1,1,364
2025-07-01,Armadale,House,2,1,458
2025-07-01,Armadale,House,2,2,503
2025-07-01,Armadale,House,3,1,520
2025-07-01,Armadale,House,3,2,572
2025-07-01,Armadale,House,3,3,624
2025-07-01,Armadale,House,4,1,598
2025-07-01,Armadale,House,4,2,658
2025-07-01,Armadale,House,4,3,718
2025-07-01,Armadale,House,5,1,676
2025-07-01,Armadale,House,5,2,744
2025-07-01,Armadale,House,5,3,811
2025-07-01,Armadale,Townhouse,1,1,346
2025-07-01,Armadale,Townhouse,2,1,435
2025-07-01,Armadale,Townhouse,2,2,478
2025-07-01,Armadale,Townhouse,3,1,494
2025-07-01,Armadale,Townhouse,3,2,543
2025-07-01,Armadale,Townhouse,3,3,593
2025-07-01,Armadale,Townhouse,4,1,568
2025-07-01,Armadale,Townhouse,4,2,625
2025-07-01,Armadale,Townhouse,4,3,682
2025-07-01,Armadale,Townhouse,5,1,642
2025-07-01,Armadale,Townhouse,5,2,706
2025-07-01,Armadale,Townhouse,5,3,771
2025-07-01,Armadale,Apartment,1,1,309
2025-07-01,Armadale,Apartment,2,1,389
2025-07-01,Armadale,Apartment,2,2,428
2025-07-01,Armadale,Apartment,3,1,442
2025-07-01,Armadale,Apartment,3,2,486
2025-07-01,Armadale,Apartment,3,3,530
2022-01-01,Victoria Park,House,1,1,455
2022-01-01,Victoria Park,House,2,1,572
2022-01-01,Victoria Park,House,2,2,629
2022-01-01,Victoria Park,House,3,1,650
2022-01-01,Victoria Park,House,3,2,715
2022-01-01,Victoria Park,House,3,3,780
2022-01-01,Victoria Park,House,4,1,747
2022-01-01,Victoria Park,House,4,2,822
2022-01-01,Victoria Park,House,4,3,897
2022-01-01,Victoria Park,House,5,1,845
2022-01-01,Victoria Park,House,5,2,930
2022-01-01,Victoria Park,House,5,3,1014
2022-01-01,Victoria Park,Townhouse,1,1,432
2022-01-01,Victoria Park,Townhouse,2,1,543
2022-01-01,Victoria Park,Townhouse,2,2,598
2022-01-01,Victoria Park,Townhouse,3,1,618
2022-01-01,Victoria Park,Townhouse,3,2,679
2022-01-01,Victoria Park,Townhouse,3,3,741
2022-01-01,Victoria Park,Townhouse,4,1,710
2022-01-01,Victoria Park,Townhouse,4,2,781
2022-01-01,Victoria Park,Townhouse,4,3,852
2022-01-01,Victoria Park,Townhouse,5,1,803
2022-01-01,Victoria Park,Townhouse,5,2,883
2022-01-01,Victoria Park,Townhouse,5,3,963
2022-01-01,Victoria Park,Apartment,1,1,387
2022-01-01,Victoria Park,Apartment,2,1,486
2022-01-01,Victoria Park,Apartment,2,2,535
2022-01-01,Victoria Park,Apartment,3,1,552
2022-01-01,Victoria Park,Apartment,3,2,608
2022-01-01,Victoria Park,Apartment,3,3,663
2022-04-01,Victoria Park,House,1,1,497
2022-04-01,Victoria Park,House,2,1,625
2022-04-01,Victoria Park,House,2,2,687
2022-04-01,Victoria Park,House,3,1,710
2022-04-01,Victoria Park,House,3,2,781
2022-04-01,Victoria Park,House,3,3,852
2022-04-01,Victoria Park,House,4,1,816
2022-04-01,Victoria Park,House,4,2,898
2022-04-01,Victoria Park,House,4,3,980
2022-04-01,Victoria Park,House,5,1,923
2022-04-01,Victoria Park,House,5,2,1015
2022-04-01,Victoria Park,House,5,3,1108
2022-04-01,Victoria Park,Townhouse,1,1,472
2022-04-01,Victoria Park,Townhouse,2,1,594
2022-04-01,Victoria Park,Townhouse,2,2,653
2022-04-01,Victoria Park,Townhouse,3,1,674
2022-04-01,Victoria Park,Townhouse,3,2,742
2022-04-01,Victoria Park,Townhouse,3,3,809
2022-04-01,Victoria Park,Townhouse,4,1,776
2022-04-01,Victoria Park,Townhouse,4,2,853
2022-04-01,Victoria Park,Townhouse,4,3,931
2022-04-01,Victoria Park,Townhouse,5,1,877
2022-04-01,Victoria Park,Townhouse,5,2,965
2022-04-01,Victoria Park,Townhouse,5,3,1052
2022-04-01,Victoria Park,Apartment,1,1,422
2022-04-01,Victoria Park,Apartment,2,1,531
2022-04-01,Victoria Park,Apartment,2,2,584
2022-04-01,Victoria Park,Apartment,3,1,604
2022-04-01,Victoria Park,Apartment,3,2,664
2022-04-01,Victoria Park,Apartment,3,3,724
2022-07-01,Victoria Park,House,1,1,497
2022-07-01,Victoria Park,House,2,1,625
2022-07-01,Victoria Park,House,2,2,687
2022-07-01,Victoria Park,House,3,1,710
2022-07-01,Victoria Park,House,3,2,781
2022-07-01,Victoria Park,House,3,3,852
2022-07-01,Victoria Park,House,4,1,816
2022-07-01,Victoria Park,House,4,2,898
2022-07-01,Victoria Park,House,4,3,980
2022-07-01,Victoria Park,House,5,1,923
2022-07-01,Victoria Park,House,5,2,1015
2022-07-01,Victoria Park,House,5,3,1108
2022-07-01,Victoria Park,Townhouse,1,1,472
2022-07-01,Victoria Park,Townhouse,2,1,594
2022-07-01,Victoria Park,Townhouse,2,2,653
2022-07-01,Victoria Park,Townhouse,3,1,674
2022-07-01,Victoria Park,Townhouse,3,2,742
2022-07-01,Victoria Park,Townhouse,3,3,809
2022-07-01,Victoria Park,Townhouse,4,1,776
2022-07-01,Victoria Park,Townhouse,4,2,853
2022-07-01,Victoria Park,Townhouse,4,3,931
2022-07-01,Victoria Park,Townhouse,5,1,877
2022-07-01,Victoria Park,Townhouse,5,2,965
2022-07-01,Victoria Park,Townhouse,5,3,1052
2022-07-01,Victoria Park,Apartment,1,1,422
2022-07-01,Victoria Park,Apartment,2,1,531
2022-07-01,Victoria Park,Apartment,2,2,584
2022-07-01,Victoria Park,Apartment,3,1,604
2022-07-01,Victoria Park,Apartment,3,2,664
2022-07-01,Victoria Park,Apartment,3,3,724
2022-10-01,Victoria Park,House,1,1,497
2022-10-01,Victoria Park,House,2,1,625
2022-10-01,Victoria Park,House,2,2,687
2022-10-01,Victoria Park,House,3,1,710
2022-10-01,Victoria Park,House,3,2,781
2022-10-01,Victoria Park,House,3,3,852
2022-10-01,Victoria Park,House,4,1,816
2022-10-01,Victoria Park,House,4,2,898
2022-10-01,Victoria Park,House,4,3,980
2022-10-01,Victoria Park,House,5,1,923
2022-10-01,Victoria Park,House,5,2,1015
2022-10-01,Victoria Park,House,5,3,1108
2022-10-01,Victoria Park,Townhouse,1,1,472
2022-10-01,Victoria Park,Townhouse,2,1,594
2022-10-01,Victoria Park,Townhouse,2,2,653
2022-10-01,Victoria Park,Townhouse,3,1,674
2022-10-01,Victoria Park,Townhouse,3,2,742
2022-10-01,Victoria Park,Townhouse,3,3,809
2022-10-01,Victoria Park,Townhouse,4,1,776
2022-10-01,Victoria Park,Townhouse,4,2,853
2022-10-01,Victoria Park,Townhouse,4,3,931
2022-10-01,Victoria Park,Townhouse,5,1,877
2022-10-01,Victoria Park,Townhouse,5,2,965
2022-10-01,Victoria Park,Townhouse,5,3,1052
2022-10-01,Victoria Park,Apartment,1,1,422
2022-10-01,Victoria Park,Apartment,2,1,531
2022-10-01,Victoria Park,Apartment,2,2,584
2022-10-01,Victoria Park,Apartment,3,1,604
2022-10-01,Victoria Park,Apartment,3,2,664
2022-10-01,Victoria Park,Apartment,3,3,724
2023-01-01,Victoria Park,House,1,1,511
2023-01-01,Victoria Park,House,2,1,642
2023-01-01,Victoria Park,House,2,2,707
2023-01-01,Victoria Park,House,3,1,730
2023-01-01,Victoria Park,House,3,2,803
2023-01-01,Victoria Park,House,3,3,876
2023-01-01,Victoria Park,House,4,1,839
2023-01-01,Victoria Park,House,4,2,923
2023-01-01,Victoria Park,House,4,3,1007
2023-01-01,Victoria Park,House,5,1,949
2023-01-01,Victoria Park,House,5,2,1044
2023-01-01,Victoria Park,House,5,3,1139
2023-01-01,Victoria Park,Townhouse,1,1,485
2023-01-01,Victoria Park,Townhouse,2,1,610
2023-01-01,Victoria Park,Townhouse,2,2,671
2023-01-01,Victoria Park,Townhouse,3,1,694
2023-01-01,Victoria Park,Townhouse,3,2,763
2023-01-01,Victoria Park,Townhouse,3,3,832
2023-01-01,Victoria Park,Townhouse,4,1,798
2023-01-01,Victoria Park,Townhouse,4,2,877
2023-01-01,Victoria Park,Townhouse,4,3,957
2023-01-01,Victoria Park,Townhouse,5,1,902
2023-01-01,Victoria Park,Townhouse,5,2,992
2023-01-01,Victoria Park,Townhouse,5,3,1082
2023-01-01,Victoria Park,Apartment,1,1,434
2023-01-01,Victoria Park,Apartment,2,1,546
2023-01-01,Victoria Park,Apartment,2,2,601
2023-01-01,Victoria Park,Apartment,3,1,620
2023-01-01,Victoria Park,Apartment,3,2,683
2023-01-01,Victoria Park,Apartment,3,3,745
2023-04-01,Victoria Park,House,1,1,504
2023-04-01,Victoria Park,House,2,1,634
2023-04-01,Victoria Park,House,2,2,697
2023-04-01,Victoria Park,House,3,1,720
2023-04-01,Victoria Park,House,3,2,792
2023-04-01,Victoria Park,House,3,3,864
2023-04-01,Victoria Park,House,4,1,828
2023-04-01,Victoria Park,House,4,2,911
2023-04-01,Victoria Park,House,4,3,994
2023-04-01,Victoria Park,House,5,1,936
2023-04-01,Victoria Park,House,5,2,1030
2023-04-01,Victoria Park,House,5,3,1123
2023-04-01,Victoria Park,Townhouse,1,1,479
2023-04-01,Victoria Park,Townhouse,2,1,602
2023-04-01,Victoria Park,Townhouse,2,2,662
2023-04-01,Victoria Park,Townhouse,3,1,684
2023-04-01,Victoria Park,Townhouse,3,2,752
2023-04-01,Victoria Park,Townhouse,3,3,821
2023-04-01,Victoria Park,Townhouse,4,1,787
2023-04-01,Victoria Park,Townhouse,4,2,865
2023-04-01,Victoria Park,Townhouse,4,3,944
2023-04-01,Victoria Park,Townhouse,5,1,889
2023-04-01,Victoria Park,Townhouse,5,2,978
2023-04-01,Victoria Park,Townhouse,5,3,1067
2023-04-01,Victoria Park,Apartment,1,1,428
2023-04-01,Victoria Park,Apartment,2,1,539
2023-04-01,Victoria Park,Apartment,2,2,592
2023-04-01,Victoria Park,Apartment,3,1,612
2023-04-01,Victoria Park,Apartment,3,2,673
2023-04-01,Victoria Park,Apartment,3,3,734
2023-07-01,Victoria Park,House,1,1,504
2023-07-01,Victoria Park,House,2,1,634
2023-07-01,Victoria Park,House,2,2,697
2023-07-01,Victoria Park,House,3,1,720
2023-07-01,Victoria Park,House,3,2,792
2023-07-01,Victoria Park,House,3,3,864
2023-07-01,Victoria Park,House,4,1,828
2023-07-01,Victoria Park,House,4,2,911
2023-07-01,Victoria Park,House,4,3,994
2023-07-01,Victoria Park,House,5,1,936
2023-07-01,Victoria Park,House,5,2,1030
2023-07-01,Victoria Park,House,5,3,1123
2023-07-01,Victoria Park,Townhouse,1,1,479
2023-07-01,Victoria Park,Townhouse,2,1,602
2023-07-01,Victoria Park,Townhouse,2,2,662
2023-07-01,Victoria Park,Townhouse,3,1,684
2023-07-01,Victoria Park,Townhouse,3,2,752
2023-07-01,Victoria Park,Townhouse,3,3,821
2023-07-01,Victoria Park,Townhouse,4,1,787
2023-07-01,Victoria Park,Townhouse,4,2,865
2023-07-01,Victoria Park,Townhouse,4,3,944
2023-07-01,Victoria Park,Townhouse,5,1,889
2023-07-01,Victoria Park,Townhouse,5,2,978
2023-07-01,Victoria Park,Townhouse,5,3,1067
2023-07-01,Victoria Park,Apartment,1,1,428
2023-07-01,Victoria Park,Apartment,2,1,539
2023-07-01,Victoria Park,Apartment,2,2,592
2023-07-01,Victoria Park,Apartment,3,1,612
2023-07-01,Victoria Park,Apartment,3,2,673
2023-07-01,Victoria Park,Apartment,3,3,734
2023-10-01,Victoria Park,House,1,1,504
2023-10-01,Victoria Park,House,2,1,634
2023-10-01,Victoria Park,House,2,2,697
2023-10-01,Victoria Park,House,3,1,720
2023-10-01,Victoria Park,House,3,2,792
2023-10-01,Victoria Park,House,3,3,864
2023-10-01,Victoria Park,House,4,1,828
2023-10-01,Victoria Park,House,4,2,911
2023-10-01,Victoria Park,House,4,3,994
2023-10-01,Victoria Park,House,5,1,936
2023-10-01,Victoria Park,House,5,2,1030
2023-10-01,Victoria Park,House,5,3,1123
2023-10-01,Victoria Park,Townhouse,1,1,479
2023-10-01,Victoria Park,Townhouse,2,1,602
2023-10-01,Victoria Park,Townhouse,2,2,662
2023-10-01,Victoria Park,Townhouse,3,1,684
2023-10-01,Victoria Park,Townhouse,3,2,752
2023-10-01,Victoria Park,Townhouse,3,3,821
2023-10-01,Victoria Park,Townhouse,4,1,787
2023-10-01,Victoria Park,Townhouse,4,2,865
2023-10-01,Victoria Park,Townhouse,4,3,944
2023-10-01,Victoria Park,Townhouse,5,1,889
2023-10-01,Victoria Park,Townhouse,5,2,978
2023-10-01,Victoria Park,Townhouse,5,3,1067
2023-10-01,Victoria Park,Apartment,1,1,428
2023-10-01,Victoria Park,Apartment,2,1,539
2023-10-01,Victoria Park,Apartment,2,2,592
2023-10-01,Victoria Park,Apartment,3,1,612
2023-10-01,Victoria Park,Apartment,3,2,673
2023-10-01,Victoria Park,Apartment,3,3,734
2024-01-01,Victoria Park,House,1,1,553
2024-01-01,Victoria Park,House,2,1,695
2024-01-01,Victoria Park,House,2,2,765
2024-01-01,Victoria Park,House,3,1,790
2024-01-01,Victoria Park,House,3,2,869
2024-01-01,Victoria Park,House,3,3,948
2024-01-01,Victoria Park,House,4,1,908
2024-01-01,Victoria Park,House,4,2,999
2024-01-01,Victoria Park,House,4,3,1090
2024-01-01,Victoria Park,House,5,1,1027
2024-01-01,Victoria Park,House,5,2,1130
2024-01-01,Victoria Park,House,5,3,1232
2024-01-01,Victoria Park,Townhouse,1,1,525
2024-01-01,Victoria Park,Townhouse,2,1,660
2024-01-01,Victoria Park,Townhouse,2,2,726
2024-01-01,Victoria Park,Townhouse,3,1,750
2024-01-01,Victoria Park,Townhouse,3,2,826
2024-01-01,Victoria Park,Townhouse,3,3,901
2024-01-01,Victoria Park,Townhouse,4,1,863
2024-01-01,Victoria Park,Townhouse,4,2,949
2024-01-01,Victoria Park,Townhouse,4,3,1036
2024-01-01,Victoria Park,Townhouse,5,1,976
2024-01-01,Victoria Park,Townhouse,5,2,1073
2024-01-01,Victoria Park,Townhouse,5,3,1171
2024-01-01,Victoria Park,Apartment,1,1,470
2024-01-01,Victoria Park,Apartment,2,1,591
2024-01-01,Victoria Park,Apartment,2,2,650
2024-01-01,Victoria Park,Apartment,3,1,672
2024-01-01,Victoria Park,Apartment,3,2,739
2024-01-01,Victoria Park,Apartment,3,3,806
2024-04-01,Victoria Park,House,1,1,574
2024-04-01,Victoria Park,House,2,1,722
2024-04-01,Victoria Park,House,2,2,794
2024-04-01,Victoria Park,House,3,1,820
2024-04-01,Victoria Park,House,3,2,902
2024-04-01,Victoria Park,House,3,3,984
2024-04-01,Victoria Park,House,4,1,943
2024-04-01,Victoria Park,House,4,2,1037
2024-04-01,Victoria Park,House,4,3,1132
2024-04-01,Victoria Park,House,5,1,1066
2024-04-01,Victoria Park,House,5,2,1173
2024-04-01,Victoria Park,House,5,3,1279
2024-04-01,Victoria Park,Townhouse,1,1,545
2024-04-01,Victoria Park,Townhouse,2,1,686
2024-04-01,Victoria Park,Townhouse,2,2,754
2024-04-01,Victoria Park,Townhouse,3,1,779
2024-04-01,Victoria Park,Townhouse,3,2,857
2024-04-01,Victoria Park,Townhouse,3,3,935
2024-04-01,Victoria Park,Townhouse,4,1,896
2024-04-01,Victoria Park,Townhouse,4,2,985
2024-04-01,Victoria Park,Townhouse,4,3,1075
2024-04-01,Victoria Park,Townhouse,5,1,1013
2024-04-01,Victoria Park,Townhouse,5,2,1114
2024-04-01,Victoria Park,Townhouse,5,3,1215
2024-04-01,Victoria Park,Apartment,1,1,488
2024-04-01,Victoria Park,Apartment,2,1,613
2024-04-01,Victoria Park,Apartment,2,2,675
2024-04-01,Victoria Park,Apartment,3,1,697
2024-04-01,Victoria Park,Apartment,3,2,767
2024-04-01,Victoria Park,Apartment,3,3,836
2024-07-01,Victoria Park,House,1,1,574
2024-07-01,Victoria Park,House,2,1,722
2024-07-01,Victoria Park,House,2,2,794
2024-07-01,Victoria Park,House,3,1,820
2024-07-01,Victoria Park,House,3,2,902
2024-07-01,Victoria Park,House,3,3,984
2024-07-01,Victoria Park,House,4,1,943
2024-07-01,Victoria Park,House,4,2,1037
2024-07-01,Victoria Park,House,4,3,1132
2024-07-01,Victoria Park,House,5,1,1066
2024-07-01,Victoria Park,House,5,2,1173
2024-07-01,Victoria Park,House,5,3,1279
2024-07-01,Victoria Park,Townhouse,1,1,545
2024-07-01,Victoria Park,Townhouse,2,1,686
2024-07-01,Victoria Park,Townhouse,2,2,754
2024-07-01,Victoria Park,Townhouse,3,1,779
2024-07-01,Victoria Park,Townhouse,3,2,857
2024-07-01,Victoria Park,Townhouse,3,3,935
2024-07-01,Victoria Park,Townhouse,4,1,896
2024-07-01,Victoria Park,Townhouse,4,2,985
2024-07-01,Victoria Park,Townhouse,4,3,1075
2024-07-01,Victoria Park,Townhouse,5,1,1013
2024-07-01,Victoria Park,Townhouse,5,2,1114
2024-07-01,Victoria Park,Townhouse,5,3,1215
2024-07-01,Victoria Park,Apartment,1,1,488
2024-07-01,Victoria Park,Apartment,2,1,613
2024-07-01,Victoria Park,Apartment,2,2,675
2024-07-01,Victoria Park,Apartment,3,1,697
2024-07-01,Victoria Park,Apartment,3,2,767
2024-07-01,Victoria Park,Apartment,3,3,836
2024-10-01,Victoria Park,House,1,1,567
2024-10-01,Victoria Park,House,2,1,713
2024-10-01,Victoria Park,House,2,2,784
2024-10-01,Victoria Park,House,3,1,810
2024-10-01,Victoria Park,House,3,2,891
2024-10-01,Victoria Park,House,3,3,972
2024-10-01,Victoria Park,House,4,1,931
